hotel	city	location	zone	star	mgrgroup	brand	openyear	roomquantity	ratingoverall	ratingroom	ratingatmosphere	ratingservice	ratingcostbenefit	fromrailway	fromairport	fromcitycenter	fromrailway2	fromairport2	fromcitycenter2	lat	lon	diy_breakfast	west_breakfast	chi_breakfast
3223570	1	94	654	4	0	0	2011-07-01	150	4.3958	4.4664	4.4713	4.3369	4.3087	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	63	NULL
3223899	1	101	147	3	329	435	2010-12-01	132	4.086	4.2309	4.0926	4.1	3.9206	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3224711	1	93	652	5	0	0	2008-10-01	5	4.5162	4.5189	4.6	4.6757	4.2703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3227623	1	92	41	4	0	0	2009-11-01	473	4.6118	4.6459	4.7239	4.5269	4.5505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3227931	1	94	654	5	0	0	2012-09-01	369	4.6425	4.7584	4.5406	4.6124	4.6587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	217	217
3228400	1	94	888	3	0	0	2010-10-01	124	4.2596	4.4086	4.1802	4.2193	4.2302	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228554	1	96	138	4	352	358	1993-10-01	220	4.0003	4.0297	4.1131	3.9866	3.8717	12.0	26.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228960	1	94	37	5	9	10	1994-10-01	502	4.5658	4.6638	4.6088	4.5791	4.4116	NULL	NULL	9.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229261	1	93	135	4	162	2	1997-01-01	306	4.5053	4.562	4.5725	4.5014	4.3855	0.5	24.0	2.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3229289	1	105	653	5	0	0	2011-09-01	418	4.4964	4.6176	4.3378	4.5077	4.5227	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	68	68
3229555	1	94	767	5	343	176	2006-09-01	64	4.3354	4.4459	4.4459	4.1898	4.26	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229730	1	92	40	3	0	0	1988-10-01	354	4.4092	4.4226	4.6263	4.4256	4.1621	12.0	30.0	8.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3229793	1	96	651	4	0	0	2006-12-01	251	4.3861	4.4306	4.3732	4.469	4.2717	21.0	30.0	12.0	3.0	3.0	3.0	NULL	NULL	NULL	NULL	NULL
3230283	1	96	36	4	0	0	2002-07-01	193	4.3773	4.4476	4.4163	4.3855	4.2598	14.0	35.0	11.0	3.5999999046325684	3.5999999046325684	3.5999999046325684	NULL	NULL	NULL	NULL	NULL
3231452	1	93	133	3	5	49	2008-07-01	156	4.2961	4.3515	4.3665	4.3071	4.1593	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3232089	1	94	888	2	5	48	2014-01-01	110	4.2883	4.3518	4.2932	4.3062	4.202	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3232376	1	94	767	3	0	0	2006-08-01	64	4.3675	4.4834	4.5078	4.2106	4.2683	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3232453	1	94	133	4	0	0	2013-10-01	209	4.5788	4.6574	4.5523	4.5356	4.5698	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3232460	1	94	893	2	1	110	2013-06-01	131	4.5486	4.6873	4.3437	4.6169	4.5465	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3234581	1	105	889	0	0	0	NULL	25	4.4034	4.5	4.5909	4.3182	4.2045	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3234735	1	93	133	5	0	0	2006-09-01	165	4.6747	4.7663	4.6637	4.6137	4.6549	NULL	NULL	7.0	NULL	NULL	NULL	NULL	NULL	NULL	113	0
3235449	1	101	47	2	322	132	NULL	126	4.335	4.4422	4.3878	4.2891	4.2211	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3237108	1	109	901	2	322	132	NULL	61	4.7018	4.7951	4.7336	4.6352	4.6434	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3238501	1	94	135	4	128	69	2010-09-01	132	4.5628	4.7032	4.3104	4.6548	4.5828	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3238508	1	94	650	4	128	69	2011-10-01	108	4.5921	4.6677	4.5693	4.5814	4.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45	NULL
3238998	1	96	651	3	322	639	2000-01-01	75	4.4413	4.6369	4.4358	4.3855	4.3073	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3243639	1	92	41	4	665	825	1959-01-01	512	4.4444	4.4546	4.6681	4.4225	4.2324	NULL	NULL	3.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3244304	1	96	651	2	0	0	2015-10-01	53	4.4707	4.6621	4.2621	4.5586	4.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3246642	1	102	892	5	665	825	NULL	297	4.4425	4.6008	4.5161	4.2157	4.4375	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3264590	1	96	651	4	0	0	2002-04-01	170	4.2701	4.3132	4.5345	4.1523	4.0805	NULL	NULL	16.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3264604	1	96	651	4	131	72	2001-01-01	388	4.4021	4.4709	4.4948	4.3503	4.2924	16.0	28.0	12.0	3.4000000953674316	3.4000000953674316	3.4000000953674316	NULL	NULL	NULL	NULL	NULL
3289475	1	92	32	5	319	133	2008-06-01	329	4.5892	4.6916	4.5157	4.5601	4.5893	NULL	NULL	NULL	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
3293150	1	92	136	4	263	152	2014-12-01	184	4.4302	4.5811	4.3926	4.3382	4.4089	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3293787	1	94	138	5	0	0	2003-11-01	473	4.5632	4.6263	4.6336	4.5448	4.4479	10.0	25.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3308242	1	94	654	4	0	0	2011-07-01	150	4.3958	4.4664	4.4713	4.3369	4.3087	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	63	NULL
3328045	1	93	32	4	0	0	2012-05-01	117	4.3642	4.4603	4.3071	4.4161	4.2734	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3358873	1	94	137	4	10	5	2008-08-01	306	4.3153	4.3714	4.5549	4.1826	4.1521	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	150	150
3358992	1	96	651	5	7	138	2008-07-01	438	4.5438	4.6488	4.4156	4.5528	4.5579	NULL	NULL	NULL	3.0	3.0	3.0	NULL	NULL	NULL	NULL	NULL
3363927	1	96	651	4	0	0	2002-04-01	170	4.2701	4.3132	4.5345	4.1523	4.0805	NULL	NULL	16.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3364662	1	94	654	4	0	0	2007-12-01	155	4.0575	4.1697	4.133	3.9965	3.9309	NULL	NULL	19.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3364774	1	94	654	4	0	0	1999-01-01	200	4.444	4.5228	4.4025	4.4046	4.4461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3424085	1	94	37	5	7	138	1988-01-01	589	4.7158	4.7484	4.7552	4.7006	4.6591	8.0	20.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3442131	1	93	650	2	162	39	2015-07-01	54	4.0435	4.0	4.3696	3.9348	3.8696	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3444406	1	94	767	3	0	0	1999-06-01	86	3.9416	3.8939	4.4418	3.9324	3.4983	NULL	NULL	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3449292	1	96	36	2	1	110	2015-11-01	146	4.7133	4.8667	4.6667	4.7067	4.6133	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.0	NULL	NULL	NULL
3468080	1	97	36	5	0	0	2012-09-01	211	4.3874	4.5879	4.0682	4.415	4.4783	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3483354	1	92	136	5	9	32	2008-06-01	540	4.4772	4.5769	4.4367	4.5	4.3951	10.0	37.0	7.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3631257	1	101	136	2	1	110	2015-10-01	70	4.631	4.7381	4.619	4.5952	4.5714	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3639916	1	93	135	2	5	48	2015-11-01	178	4.5493	4.6009	4.5413	4.555	4.5	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.0	NULL	NULL	NULL
3640448	1	94	767	5	10	6	2007-08-01	417	4.6337	4.7023	4.7058	4.5306	4.596	5.0	26.0	7.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
3640658	1	94	137	4	0	0	2008-08-01	210	3.9308	4.0146	4.0835	3.8716	3.7537	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3640714	1	105	653	5	7	138	2000-01-01	269	4.4108	4.4956	4.3819	4.4444	4.3211	NULL	NULL	20.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
3640868	1	92	136	2	291	50	NULL	296	4.2566	4.3306	4.3742	4.2424	4.0791	NULL	NULL	8.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3660223	1	94	767	5	22	16	2007-11-01	588	4.7232	4.7877	4.7814	4.6505	4.6731	NULL	NULL	8.0	1.7999999523162842	1.7999999523162842	1.7999999523162842	NULL	NULL	NULL	NULL	NULL
3661413	1	93	133	4	0	0	1998-01-01	98	4.6711	4.7571	4.7252	4.6259	4.5762	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3663408	1	94	135	3	0	0	NULL	172	3.978	3.9665	4.2981	3.8871	3.7601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3663786	1	101	903	2	0	0	2015-12-01	130	5.0	5.0	5.0	5.0	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3666887	1	101	147	2	291	50	2007-08-01	110	4.0286	4.151	3.9141	4.125	3.9245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3669400	1	94	767	5	10	6	2007-08-01	417	4.6337	4.7023	4.7058	4.5306	4.596	5.0	26.0	7.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
3682196	1	94	37	5	9	10	1994-10-01	502	4.5658	4.6638	4.6088	4.5791	4.4116	NULL	NULL	9.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3688307	1	94	135	3	10	8	2011-10-01	148	4.2521	4.3763	4.3374	4.2268	4.0678	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3689259	1	108	891	2	0	0	2005-10-01	58	4.2589	4.3214	4.4286	4.25	4.0357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3727234	1	101	47	2	0	0	2015-03-01	23	3.7708	3.8472	3.8472	3.7083	3.6806	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3728438	1	93	650	5	0	0	2006-01-01	360	4.5318	4.5905	4.5903	4.4911	4.4553	8.0	25.0	5.0	3.5	3.5	3.5	NULL	NULL	NULL	NULL	NULL
3730279	1	94	138	3	0	0	2007-06-01	100	4.267	4.3336	4.5206	4.2534	3.9603	NULL	NULL	12.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20
3735242	1	94	133	4	0	0	2012-06-01	200	4.3736	4.4396	4.6538	4.1319	4.2692	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3737790	1	94	133	4	0	0	2012-06-01	200	4.3736	4.4396	4.6538	4.1319	4.2692	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3742816	1	93	31	3	281	641	2008-01-01	108	3.9945	3.9717	4.3397	3.9193	3.7474	NULL	NULL	NULL	0.800000011920929	0.800000011920929	0.800000011920929	NULL	NULL	NULL	NULL	28
3767078	1	105	653	4	0	0	2009-09-01	127	3.8247	3.888	3.9217	3.7855	3.7036	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3769927	1	94	37	5	0	0	2003-01-01	240	4.4526	4.5231	4.525	4.4697	4.2926	10.0	20.0	10.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
3769976	1	94	893	3	0	0	2007-12-01	200	4.1305	4.2094	4.118	4.0973	4.0973	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3770060	1	101	147	3	0	0	2013-09-01	107	4.1601	4.3555	3.9293	4.1871	4.1684	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3770137	1	94	135	3	0	0	1999-01-01	160	4.2326	4.3201	4.2953	4.2457	4.0695	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3770193	1	96	40	5	0	0	2012-10-01	152	4.4434	4.5801	4.4715	4.3094	4.4125	NULL	NULL	13.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3796674	1	93	650	5	37	12	2011-08-01	439	4.6725	4.7622	4.6141	4.6292	4.6844	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3800671	1	93	47	3	0	0	1998-01-01	126	4.1261	4.1858	4.1681	4.0177	4.1327	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3803548	1	93	31	4	10	5	1952-01-01	402	4.3655	4.3627	4.6725	4.3269	4.0999	3.0	45.0	2.5	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3915989	1	94	654	4	0	0	2007-12-01	155	4.0575	4.1697	4.133	3.9965	3.9309	NULL	NULL	19.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3924935	1	93	31	5	7	138	2005-01-01	231	4.5498	4.5911	4.6121	4.5548	4.4411	NULL	NULL	2.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3925516	1	97	36	5	0	0	2012-09-01	211	4.3874	4.5879	4.0682	4.415	4.4783	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3925922	1	94	138	5	0	0	2014-11-01	296	4.4446	4.6631	4.1833	4.4345	4.4975	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3926139	1	94	133	3	0	0	2010-06-01	16	4.3967	4.4686	4.5166	4.2915	4.31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4036634	1	101	903	2	0	0	2015-12-01	5	4.8	4.8	4.8	4.8	4.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4044761	1	94	767	5	10	6	2007-08-01	417	4.6337	4.7023	4.7058	4.5306	4.596	5.0	26.0	7.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
4045552	1	101	903	4	0	0	2015-12-01	88	4.7333	4.9	4.5333	4.7333	4.7667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4060483	1	0	903	3	0	0	NULL	39	4.5	4.5	4.5	4.5	4.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4064767	1	104	900	4	0	0	2007-01-01	2008	3.6021	3.6445	3.7638	3.5734	3.4266	NULL	NULL	55.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
4072453	1	94	133	3	0	0	2010-06-01	16	4.3967	4.4686	4.5166	4.2915	4.31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4129272	1	94	138	4	30	167	2007-01-01	440	4.3631	4.4272	4.3698	4.3902	4.2652	NULL	NULL	15.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
4136321	1	96	899	4	0	0	2004-01-01	598	4.1483	4.1558	4.4545	4.0346	3.9481	NULL	NULL	40.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4150874	1	94	147	5	0	0	1998-01-01	341	4.1655	4.199	4.3076	4.2192	3.936	6.5	27.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
4156803	1	96	650	2	0	0	2015-04-01	59	4.6103	4.7117	4.5694	4.5943	4.5658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4241272	1	104	900	3	0	0	2008-07-01	100	4.1443	4.2007	4.1947	4.1725	4.0094	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4264533	1	94	44	4	0	0	2012-10-01	160	3.9778	4.017	4.0995	3.9682	3.8263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4270042	1	94	133	2	0	0	2009-01-01	49	3.6143	3.5286	3.9286	3.6571	3.3429	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4272023	1	94	138	2	291	50	2011-04-01	237	4.3794	4.4477	4.4286	4.3733	4.2679	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18
4308451	1	98	44	2	0	0	2015-06-01	55	3.431	3.3448	3.2069	3.8621	3.3103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4309319	1	105	889	2	5	48	2016-01-01	69	4.6045	4.6273	4.6727	4.6727	4.4455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4310159	1	93	31	5	325	170	1992-01-01	402	4.5438	4.6161	4.6135	4.5336	4.4118	5.0	24.0	3.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
4310201	1	94	654	4	0	0	1998-01-01	462	4.1107	4.1677	4.2994	4.1433	3.8323	10.0	16.0	12.0	4.400000095367432	4.400000095367432	4.400000095367432	NULL	NULL	NULL	NULL	NULL
4312672	1	94	767	5	134	61	2010-10-01	222	4.6195	4.6986	4.6056	4.56	4.614	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	251	NULL
4329185	1	105	889	2	0	0	2015-12-01	20	3.5	3.0	3.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4329227	1	98	44	5	9	10	2010-07-01	322	4.688	4.7657	4.6318	4.6502	4.7041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4358347	1	94	767	5	21	35	1990-01-01	716	4.7313	4.7658	4.7952	4.733	4.6311	NULL	NULL	5.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4371409	1	92	136	4	51	139	1999-01-01	215	4.4212	4.4769	4.4545	4.4847	4.2685	NULL	NULL	6.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4383134	1	104	900	3	0	0	NULL	40	3.6121	3.7931	3.3793	3.6897	3.5862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4398471	1	94	900	2	0	0	2015-09-01	1	4.5	4.6667	4.0	4.6667	4.6667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4441262	1	92	136	0	0	0	NULL	58	3.9	4.0	4.0	3.8	3.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4508917	1	101	47	2	162	39	2010-10-01	126	4.1707	4.1511	4.2786	4.2179	4.0351	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8	1	94	37	5	7	138	1988-01-01	589	4.7158	4.7484	4.7552	4.7006	4.6591	8.0	20.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15	1	93	133	5	134	60	1991-03-01	430	4.448	4.4785	4.6394	4.4914	4.1826	4.0	20.5	6.5	1.5	1.5	1.5	NULL	NULL	NULL	NULL	NULL
22	1	94	133	5	0	0	1992-01-01	418	4.3343	4.3877	4.4241	4.3433	4.1823	6.0	20.0	9.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
29	1	94	654	4	51	135	1984-01-01	433	4.376	4.4643	4.448	4.4238	4.1679	10.0	16.0	12.0	4.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL
36	1	96	651	4	0	0	1954-01-01	1092	4.373	4.4164	4.6627	4.3584	4.0546	18.0	29.0	14.0	2.799999952316284	2.799999952316284	2.799999952316284	NULL	NULL	NULL	NULL	NULL
43	1	93	133	4	0	0	1992-01-01	289	4.4262	4.4648	4.6455	4.417	4.1772	5.0	30.0	3.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
50	1	92	136	3	0	0	1996-01-01	123	4.055	4.1147	4.2202	4.1284	3.7569	NULL	NULL	NULL	NULL	NULL	NULL	39.889400482177734	116.35822296142578	NULL	NULL	NULL
64	1	93	32	4	342	352	1990-01-01	318	4.33	4.3739	4.4503	4.3287	4.167	2.0	30.0	3.9000000953674316	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
99	1	94	767	3	0	0	1989-01-01	64	4.2603	4.2909	4.4626	4.314	3.9738	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
106	1	92	652	2	0	0	1989-01-01	127	4.3797	4.3569	4.7402	4.3633	4.0581	13.0	45.0	NULL	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
176	1	92	41	4	0	0	2003-01-01	200	4.3474	4.3417	4.6621	4.2422	4.1435	NULL	NULL	2.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
190	1	94	654	2	0	0	1985-10-01	60	4.0601	4.0991	4.2913	4.1321	3.7177	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
204	1	94	767	2	0	0	1987-01-01	83	3.9449	3.8303	4.3931	4.0	3.5563	NULL	NULL	4.0	NULL	NULL	NULL	39.913330078125	116.4736557006836	NULL	NULL	NULL
218	1	93	133	4	7	138	1998-09-01	198	4.5544	4.5832	4.6869	4.5715	4.376	4.0	20.0	6.0	1.7000000476837158	1.7000000476837158	1.7000000476837158	NULL	NULL	NULL	NULL	NULL
225	1	92	41	3	0	0	1998-05-01	246	4.3985	4.4419	4.547	4.3515	4.2535	NULL	NULL	2.259999990463257	NULL	NULL	NULL	39.91868209838867	116.38678741455078	NULL	NULL	NULL
5552	1	96	41	4	0	0	1997-01-01	230	4.4168	4.5418	4.4091	4.3818	4.3345	8.0	70.0	6.5	1.2999999523162842	1.2999999523162842	1.2999999523162842	39.9036865234375	116.3404312133789	NULL	NULL	NULL
5559	1	94	138	5	347	355	2008-08-01	305	4.5703	4.5847	4.6792	4.5909	4.4264	12.0	25.0	11.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
6861	1	93	137	3	0	0	1997-01-01	150	4.5856	4.6743	4.5568	4.5837	4.5275	NULL	NULL	NULL	NULL	NULL	NULL	39.96366882324219	116.41645812988281	NULL	NULL	NULL
7218	1	92	652	3	0	0	1982-03-01	52	4.6048	4.6774	4.6745	4.6188	4.4487	NULL	NULL	NULL	NULL	NULL	NULL	39.95206832885742	116.39743041992188	NULL	NULL	NULL
7225	1	96	651	4	0	0	2008-05-01	307	4.1979	4.2266	4.3822	4.1893	3.9934	NULL	NULL	18.0	NULL	NULL	NULL	39.995452880859375	116.30913543701172	NULL	NULL	NULL
7239	1	93	31	5	32	23	1991-08-01	350	4.4223	4.4618	4.6673	4.4062	4.1537	4.0	37.0	2.5	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
7960	1	101	136	4	0	0	1994-01-01	281	4.0479	4.0938	4.2474	3.9946	3.8559	10.5	38.0	8.5	NULL	NULL	NULL	39.89459991455078	116.32845306396484	NULL	NULL	NULL
11264	1	93	135	3	0	0	1996-01-01	186	3.9299	3.9139	4.2817	3.9063	3.6176	NULL	NULL	4.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11684	1	94	135	5	37	14	1997-10-01	258	4.7249	4.7892	4.7229	4.7279	4.6596	5.0	30.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	263	NULL
14393	1	102	892	3	0	0	1991-01-01	139	3.9837	4.013	4.1783	3.9435	3.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
14428	1	92	47	2	1	110	2005-10-01	129	4.3514	4.4617	4.3706	4.4017	4.1718	NULL	NULL	4.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16066	1	94	767	3	0	0	1999-06-01	86	3.9416	3.8939	4.4418	3.9324	3.4983	2.5	40.0	5.0	1.0	1.0	1.0	39.913265228271484	116.45761108398438	NULL	NULL	NULL
18537	1	94	37	4	274	109	2002-01-01	96	4.3076	4.307	4.6162	4.2507	4.0563	7.0	21.0	9.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
18593	1	96	36	3	0	0	2001-01-01	206	4.3036	4.346	4.3987	4.3553	4.1143	NULL	NULL	11.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
18614	1	94	767	2	1	110	2002-01-01	116	4.3408	4.4173	4.2878	4.3561	4.3022	5.5	25.0	8.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
18621	1	94	767	3	0	0	2001-01-01	57	3.8557	3.7605	4.3994	3.7492	3.5135	NULL	NULL	6.5	NULL	NULL	NULL	39.9119987487793	116.46968078613281	NULL	NULL	NULL
18754	1	101	136	3	0	0	1996-01-01	134	3.512	3.5532	3.7926	3.5106	3.1915	NULL	NULL	11.0	NULL	NULL	NULL	39.8893928527832	116.31208801269531	NULL	NULL	NULL
19111	1	96	40	5	325	170	2002-01-01	553	4.5536	4.6173	4.5587	4.573	4.4655	16.0	33.0	13.0	6.0	6.0	6.0	NULL	NULL	NULL	NULL	NULL
19797	1	94	147	5	7	138	2003-09-01	373	4.2453	4.3115	4.3694	4.286	4.0143	6.0	27.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
19986	1	94	138	5	0	0	2003-11-01	473	4.5632	4.6263	4.6336	4.5448	4.4479	10.0	25.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
20245	1	101	47	4	32	21	2004-01-01	245	4.3325	4.4834	4.1885	4.4257	4.2324	4.0	40.0	4.0	3.700000047683716	3.700000047683716	3.700000047683716	NULL	NULL	NULL	NULL	NULL
20357	1	96	36	3	0	0	1990-01-01	115	4.1101	4.118	4.283	4.121	3.9183	3.0	35.0	NULL	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
20371	1	94	37	3	0	0	2013-12-01	50	4.395	4.4408	4.6287	4.3018	4.2086	NULL	NULL	10.0	NULL	NULL	NULL	39.94183349609375	116.49303436279297	NULL	NULL	NULL
