hotel	city	location	zone	star	mgrgroup	brand	openyear	roomquantity	ratingoverall	ratingroom	ratingatmosphere	ratingservice	ratingcostbenefit	fromrailway	fromairport	fromcitycenter	fromrailway2	fromairport2	fromcitycenter2	lat	lon	diy_breakfast	west_breakfast	chi_breakfast
20518	1	93	31	4	0	0	2004-04-01	100	4.5377	4.5863	4.6948	4.5237	4.3459	NULL	NULL	NULL	NULL	NULL	NULL	39.92079162597656	116.41509246826172	NULL	NULL	NULL
20770	1	108	891	4	0	0	2004-03-01	270	4.3118	4.3896	4.3373	4.3311	4.1891	NULL	NULL	30.0	NULL	NULL	NULL	39.892906188964844	116.67755889892578	NULL	NULL	NULL
21071	1	94	147	4	0	0	1999-08-01	378	4.1665	4.1812	4.4447	4.0259	4.0141	NULL	NULL	4.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
21148	1	96	40	4	0	0	2002-04-01	108	4.198	4.267	4.1707	4.2823	4.0722	21.0	50.0	8.0	5.0	5.0	5.0	NULL	NULL	NULL	NULL	NULL
21225	1	92	41	4	0	0	1997-01-01	114	4.5046	4.4679	4.7546	4.464	4.3318	3.0	36.0	1.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
21603	1	96	899	4	0	0	2004-01-01	598	4.1483	4.1558	4.4545	4.0346	3.9481	NULL	NULL	40.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
21722	1	93	652	4	0	0	2004-01-01	128	4.028	4.1083	4.2028	4.0183	3.7826	9.0	25.0	5.0	3.5	3.5	3.5	NULL	NULL	NULL	NULL	NULL
21904	1	93	31	2	5	105	2015-05-01	95	4.7391	4.7826	4.8696	4.7826	4.5217	4.0	30.0	2.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
21960	1	101	47	2	291	50	2004-10-01	157	4.1035	4.2574	3.9878	4.193	3.9757	10.0	70.0	12.0	3.0	3.0	3.0	NULL	NULL	NULL	NULL	NULL
22240	1	94	654	4	665	825	2004-01-01	182	4.0697	4.126	4.3145	4.01	3.8283	20.0	15.0	20.0	1.5	1.5	1.5	NULL	NULL	NULL	NULL	50
22646	1	94	147	5	0	0	2005-04-01	187	4.4277	4.4601	4.5379	4.4091	4.3038	7.0	28.0	3.0	3.0	3.0	3.0	NULL	NULL	NULL	NULL	NULL
22835	1	94	767	4	0	0	2010-06-01	168	4.1805	4.1448	4.4345	4.149	3.9937	3.0	22.0	6.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
24907	1	93	32	2	0	0	2005-08-01	118	4.4445	4.5501	4.4223	4.5072	4.2986	2.0	22.0	3.0	4.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL
25180	1	109	901	5	665	825	2002-01-01	200	3.9195	3.9782	4.2601	3.7483	3.6913	NULL	NULL	90.0	NULL	NULL	NULL	40.45582580566406	115.97400665283203	NULL	NULL	38
25341	1	93	31	3	0	0	2005-11-01	74	4.0402	3.9648	4.4919	3.9677	3.7364	3.0	28.0	1.600000023841858	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
26181	1	94	767	2	0	0	2006-03-01	79	3.9486	3.9049	4.1944	4.0103	3.6846	NULL	NULL	5.0	NULL	NULL	NULL	39.90279006958008	116.47274780273438	NULL	NULL	NULL
26265	1	94	37	3	0	0	2006-02-01	85	3.9299	3.9716	4.0977	3.9233	3.7269	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
26790	1	94	137	3	0	0	2006-01-01	186	4.1823	4.2865	4.1749	4.2577	4.0102	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15
44003	1	92	41	5	22	17	2006-10-01	253	4.7479	4.8092	4.7624	4.7489	4.6709	7.0	45.0	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44934	1	101	903	3	0	0	2006-06-01	126	3.9739	4.1255	3.9772	3.9297	3.8631	NULL	NULL	15.0	NULL	NULL	NULL	39.877532958984375	116.29076385498047	NULL	NULL	NULL
45060	1	93	31	5	695	804	2006-12-01	500	4.6832	4.7248	4.7806	4.6126	4.6146	1.7999999523162842	26.0	1.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
45172	1	94	138	3	0	0	2009-05-01	150	4.3584	4.3995	4.4504	4.3662	4.2177	NULL	NULL	NULL	NULL	NULL	NULL	39.99017333984375	116.39454650878906	NULL	NULL	NULL
45977	1	96	136	3	0	0	1999-08-01	210	4.3764	4.446	4.4532	4.3764	4.2302	7.0	36.0	6.0	3.0999999046325684	3.0999999046325684	3.0999999046325684	39.90701675415039	116.33512878417969	NULL	NULL	NULL
46607	1	92	32	3	0	0	2006-11-01	186	4.1801	4.1613	4.5895	4.1749	3.7948	NULL	NULL	2.0	NULL	NULL	NULL	39.901123046875	116.40087127685547	NULL	NULL	NULL
46691	1	94	37	4	0	0	1990-01-01	228	4.1474	4.1325	4.4402	4.1538	3.8632	7.5	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	120	NULL
47125	1	96	40	2	1	110	2007-03-01	171	4.3217	4.3905	4.3534	4.3572	4.1857	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
47160	1	104	896	4	0	0	1995-01-01	310	4.3054	4.3738	4.4889	4.2141	4.1448	68.0	70.0	70.0	4.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL
50933	1	96	138	3	0	0	2007-06-01	120	3.9851	4.1083	4.029	3.9526	3.8507	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
51570	1	93	31	4	0	0	2007-02-01	35	4.6032	4.7045	4.3773	4.7881	4.5428	3.200000047683716	25.0	5.699999809265137	3.0	3.0	3.0	NULL	NULL	NULL	50	50
51710	1	94	137	2	1	110	2007-10-01	90	4.0592	4.0888	4.1269	4.1501	3.871	NULL	NULL	13.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52039	1	96	40	2	0	0	2007-09-01	138	4.2026	4.3008	4.2498	4.2587	4.0009	NULL	NULL	10.0	NULL	NULL	NULL	39.957122802734375	116.36429595947266	NULL	NULL	NULL
52368	1	94	893	3	70	57	2008-01-01	224	4.32	4.3371	4.5281	4.2566	4.1581	15.0	40.0	12.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52592	1	94	767	2	1	110	2007-11-01	148	4.2528	4.3772	4.0818	4.3932	4.159	NULL	NULL	15.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52746	1	94	654	4	0	0	2007-12-01	155	4.0575	4.1697	4.133	3.9965	3.9309	17.0	19.0	19.0	3.700000047683716	3.700000047683716	3.700000047683716	NULL	NULL	NULL	NULL	NULL
54622	1	94	137	5	32	23	2008-07-01	519	4.6434	4.7396	4.5644	4.6311	4.6384	NULL	NULL	NULL	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
55399	1	94	37	3	0	0	2008-03-01	103	4.0978	4.1492	4.1951	4.0993	3.9477	NULL	NULL	11.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
55420	1	94	767	5	106	77	2008-04-01	521	4.6722	4.7393	4.7592	4.5464	4.6441	4.0	27.0	6.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
55889	1	94	138	3	0	0	1990-09-01	256	4.2369	4.3089	4.2408	4.2932	4.1047	NULL	NULL	NULL	NULL	NULL	NULL	40.01165771484375	116.37551879882812	NULL	NULL	NULL
56127	1	93	31	2	0	0	2007-11-01	56	3.7036	3.655	4.1092	3.6561	3.3941	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
56267	1	96	40	3	0	0	1998-01-01	52	4.2776	4.4	4.3842	4.2684	4.0579	NULL	NULL	NULL	NULL	NULL	NULL	39.937713623046875	116.32915496826172	NULL	NULL	NULL
56330	1	101	36	5	0	0	2007-12-01	375	4.4867	4.588	4.4434	4.4321	4.4834	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
56421	1	94	767	2	1	110	2008-04-01	122	4.2462	4.3152	4.2178	4.3372	4.1147	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
56617	1	94	138	4	1	111	2015-07-01	144	4.415	4.6311	4.3301	4.301	4.3981	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57065	1	94	147	3	128	68	2008-07-01	116	4.2857	4.3902	4.1906	4.3919	4.1702	NULL	NULL	NULL	NULL	NULL	NULL	39.889503479003906	116.47489929199219	NULL	NULL	15
57135	1	94	37	3	0	0	2004-05-01	80	3.622	3.6233	3.859	3.6272	3.3787	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57338	1	93	31	2	0	0	2008-07-01	106	4.4524	4.4214	4.7269	4.5147	4.1467	NULL	NULL	NULL	0.5	0.5	0.5	39.91754913330078	116.41350555419922	NULL	NULL	NULL
57415	1	92	32	3	32	22	2008-08-01	316	4.362	4.4466	4.2894	4.4574	4.2545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57429	1	96	651	5	0	0	1954-01-01	188	4.5324	4.585	4.6645	4.4936	4.3864	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57436	1	94	37	2	1	110	2008-07-01	126	4.2787	4.3113	4.363	4.3242	4.1162	NULL	NULL	NULL	NULL	NULL	NULL	39.9388427734375	116.47835540771484	NULL	NULL	NULL
57569	1	98	44	2	0	0	2008-06-01	88	3.3433	3.2886	3.403	3.5622	3.1194	NULL	NULL	NULL	NULL	NULL	NULL	40.040977478027344	116.64082336425781	NULL	NULL	15
60768	1	98	44	4	30	167	2008-07-01	121	4.1028	4.1858	4.0672	4.1318	4.0265	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
60908	1	93	133	3	5	49	2008-07-01	156	4.2961	4.3515	4.3665	4.3071	4.1593	NULL	NULL	NULL	NULL	NULL	NULL	39.949562072753906	116.44633483886719	NULL	NULL	NULL
61069	1	94	147	2	3	44	2008-07-01	101	4.6829	4.8316	4.3737	4.7632	4.7632	NULL	NULL	NULL	NULL	NULL	NULL	39.86374282836914	116.47892761230469	NULL	NULL	10
61314	1	94	138	2	1	110	2008-01-01	140	4.2784	4.3392	4.4026	4.2976	4.0744	NULL	NULL	NULL	NULL	NULL	NULL	40.01504135131836	116.41481018066406	NULL	NULL	NULL
61468	1	92	41	4	0	0	2008-08-01	200	3.9388	3.9508	4.1288	3.9441	3.7314	NULL	NULL	NULL	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
61860	1	94	37	2	5	48	2008-07-01	122	4.2713	4.2507	4.5523	4.2369	4.0455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18	NULL
62455	1	94	654	4	0	0	2008-10-01	128	4.2775	4.3821	4.2572	4.2876	4.183	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
62882	1	96	651	5	32	23	2008-09-01	298	4.599	4.6774	4.5614	4.5926	4.5647	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
62903	1	94	138	2	291	50	2008-08-01	191	4.2931	4.4162	4.2348	4.311	4.2104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18
63197	1	97	36	5	344	178	2009-01-01	312	4.608	4.6861	4.5939	4.5565	4.5954	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
63463	1	96	651	2	0	0	2008-06-01	65	3.5989	3.4453	4.1297	3.5492	3.2714	NULL	NULL	NULL	NULL	NULL	NULL	39.97404861450195	116.33019256591797	NULL	NULL	5
63505	1	92	47	2	497	520	2008-11-01	145	3.3051	3.3348	3.3572	3.3638	3.1644	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
64394	1	95	890	4	0	0	2006-11-01	280	4.0104	3.8635	4.546	3.8724	3.7596	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
64695	1	94	137	2	0	0	1991-05-01	74	3.8909	3.9858	4.3173	3.7054	3.5552	NULL	NULL	NULL	NULL	NULL	NULL	39.977359771728516	116.42510986328125	NULL	NULL	10
64926	1	92	41	2	724	854	2008-12-01	63	3.7322	3.6904	4.0774	3.7008	3.4603	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
65297	1	94	147	2	665	828	2009-01-01	70	4.1432	4.227	4.2	4.1946	3.9514	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
65563	1	94	138	3	290	53	2008-08-01	103	4.1589	4.2059	4.1493	4.2217	4.0588	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
66746	1	93	32	2	1	110	2009-04-01	140	4.3046	4.3497	4.3269	4.4091	4.1329	NULL	NULL	NULL	NULL	NULL	NULL	39.881004333496094	116.42710876464844	NULL	NULL	18
66984	1	104	900	3	0	0	2005-01-01	157	4.2029	4.2578	4.2231	4.1353	4.1954	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
67600	1	94	654	2	497	520	2009-05-01	82	4.2793	4.3003	4.3945	4.3243	4.0983	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10
67684	1	93	31	2	0	0	2006-06-01	68	3.7159	3.6623	3.961	3.8766	3.3636	NULL	NULL	NULL	NULL	NULL	NULL	39.93521499633789	116.41473388671875	NULL	NULL	NULL
67726	1	92	40	2	162	39	2005-01-01	120	4.2407	4.2971	4.3143	4.3086	4.0429	NULL	NULL	NULL	NULL	NULL	NULL	39.945587158203125	116.3528060913086	NULL	NULL	NULL
71282	1	96	40	2	0	0	1980-01-01	150	4.2144	4.2123	4.5054	4.3131	3.8268	NULL	NULL	NULL	NULL	NULL	NULL	39.95345687866211	116.33697509765625	NULL	NULL	NULL
71478	1	104	900	2	162	39	2005-12-01	120	4.0316	4.0611	4.0779	4.0958	3.8916	NULL	NULL	NULL	NULL	NULL	NULL	40.09632873535156	116.30641174316406	NULL	NULL	NULL
71709	1	105	653	4	0	0	2009-09-01	127	3.8247	3.888	3.9217	3.7855	3.7036	NULL	NULL	NULL	NULL	NULL	NULL	39.79094696044922	116.52410888671875	NULL	NULL	NULL
72234	1	96	36	2	162	39	2008-02-01	87	3.9631	4.0097	4.2191	3.9411	3.6824	NULL	NULL	NULL	NULL	NULL	NULL	39.9156494140625	116.3107681274414	NULL	NULL	NULL
72990	1	101	903	2	665	828	2008-03-01	85	4.1563	4.3047	4.0	4.2969	4.0234	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
73291	1	93	133	2	0	0	2006-12-01	68	4.1285	4.0892	4.3723	4.1569	3.8954	NULL	NULL	NULL	NULL	NULL	NULL	39.95094680786133	116.42462921142578	NULL	NULL	NULL
73844	1	92	41	2	0	0	2009-02-01	67	4.0273	4.0146	4.3325	4.0097	3.7524	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
73949	1	94	37	2	5	48	2009-12-01	56	4.1042	4.1371	4.2446	4.1747	3.8602	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
74866	1	93	31	2	0	0	1992-09-01	66	4.2716	4.2789	4.468	4.3365	4.0029	NULL	NULL	NULL	NULL	NULL	NULL	39.92894744873047	116.4216537475586	NULL	NULL	NULL
74957	1	92	41	2	0	0	2010-01-01	10	3.7578	3.9063	3.7188	3.9063	3.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35	NULL
74985	1	94	37	3	0	0	2010-03-01	60	3.9675	3.9314	4.3452	3.8322	3.7612	NULL	NULL	NULL	NULL	NULL	NULL	39.92976760864258	116.462890625	NULL	NULL	16
75692	1	96	650	3	0	0	2008-05-01	83	4.3027	4.393	4.3355	4.3195	4.1629	NULL	NULL	NULL	NULL	NULL	NULL	39.97682571411133	116.3825454711914	NULL	NULL	NULL
75874	1	94	147	2	5	48	2010-01-01	136	4.2403	4.2603	4.3855	4.2548	4.0607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
76084	1	96	651	4	0	0	2006-12-01	84	4.0768	4.169	4.2949	3.9631	3.8802	NULL	NULL	NULL	NULL	NULL	NULL	39.98142623901367	116.34574890136719	NULL	NULL	NULL
76427	1	92	47	2	162	39	2014-10-01	93	4.4361	4.5374	4.3935	4.4302	4.3833	NULL	NULL	NULL	NULL	NULL	NULL	39.88254165649414	116.37014770507812	NULL	NULL	NULL
76588	1	96	36	2	0	0	2002-04-01	50	3.3285	3.2021	3.9043	3.3245	2.883	NULL	NULL	NULL	NULL	NULL	NULL	39.91400146484375	116.33746337890625	NULL	NULL	NULL
76686	1	96	40	2	0	0	2006-06-01	38	3.833	3.7182	4.2682	3.7955	3.55	NULL	NULL	NULL	NULL	NULL	NULL	39.961456298828125	116.33042907714844	NULL	NULL	NULL
76882	1	101	147	2	0	0	2009-10-01	120	4.2513	4.3607	4.1671	4.3157	4.1618	NULL	NULL	NULL	NULL	NULL	NULL	39.85625457763672	116.42969512939453	NULL	NULL	NULL
77057	1	96	651	2	0	0	2005-01-01	105	3.9911	3.9396	4.4071	4.0046	3.613	NULL	NULL	NULL	NULL	NULL	NULL	39.96738052368164	116.32879638671875	NULL	NULL	NULL
77295	1	108	891	3	0	0	2010-03-01	101	4.2559	4.3016	4.3565	4.2541	4.1115	NULL	NULL	NULL	NULL	NULL	NULL	39.893592834472656	116.65079498291016	NULL	NULL	NULL
77981	1	96	40	2	0	0	2005-11-01	68	4.0423	4.0	4.3387	4.1089	3.7218	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78681	1	101	47	2	162	39	2010-04-01	83	4.007	4.0144	4.224	4.0047	3.785	NULL	NULL	NULL	NULL	NULL	NULL	39.871734619140625	116.38338470458984	NULL	NULL	NULL
79416	1	96	40	4	0	0	2008-10-01	328	3.639	3.7147	3.8428	3.5648	3.4338	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
79668	1	93	31	2	1	110	2010-04-01	89	4.3048	4.2974	4.6097	4.3048	4.0074	NULL	NULL	NULL	NULL	NULL	NULL	39.9209098815918	116.41699981689453	NULL	NULL	NULL
79815	1	93	31	2	0	0	2005-01-01	69	3.9076	3.7789	4.4197	3.9024	3.5294	NULL	NULL	NULL	NULL	NULL	NULL	39.93091583251953	116.42485046386719	NULL	NULL	NULL
80081	1	101	47	2	162	39	2010-05-01	72	3.6053	3.6389	3.7209	3.6697	3.3918	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
80697	1	92	136	3	0	0	1998-06-01	184	4.1746	4.2607	4.2954	4.169	3.9731	NULL	NULL	NULL	NULL	NULL	NULL	39.89054870605469	116.33051300048828	NULL	NULL	NULL
80760	1	96	651	4	0	0	2010-08-01	199	4.1681	4.3291	4.0378	4.1872	4.1184	NULL	NULL	NULL	NULL	NULL	NULL	40.01979064941406	116.33479309082031	NULL	NULL	NULL
80907	1	93	31	2	0	0	1993-01-01	183	4.0466	4.1164	4.3185	4.0614	3.6899	NULL	NULL	NULL	NULL	NULL	NULL	39.93797302246094	116.41727447509766	NULL	NULL	20
81012	1	94	133	3	0	0	2010-06-01	16	4.3967	4.4686	4.5166	4.2915	4.31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
81978	1	96	13572	5	0	0	2010-08-01	157	3.9552	4.1038	3.7877	3.9387	3.9906	NULL	NULL	NULL	NULL	NULL	NULL	40.072486877441406	116.36309051513672	NULL	NULL	NULL
83294	1	93	137	2	1	110	2010-11-01	120	4.4148	4.4349	4.5745	4.4282	4.2215	NULL	NULL	NULL	NULL	NULL	NULL	39.96364974975586	116.42609405517578	NULL	NULL	NULL
83812	1	96	13572	3	0	0	2010-10-01	116	3.7136	3.7919	3.7051	3.7455	3.6121	NULL	NULL	NULL	NULL	NULL	NULL	40.05709457397461	116.33702850341797	NULL	NULL	NULL
84351	1	109	901	4	0	0	1998-01-01	300	4.1059	4.0593	4.4244	4.0585	3.8814	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	38
85296	1	103	894	2	1	110	2010-11-01	110	4.5187	4.5714	4.6253	4.5457	4.3326	NULL	NULL	NULL	NULL	NULL	NULL	40.381771087646484	116.8499526977539	NULL	NULL	NULL
85436	1	96	40	2	0	0	2005-10-01	84	3.4646	3.4701	3.8358	3.5299	3.0224	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
85681	1	94	135	2	0	0	2008-10-01	42	3.5967	3.6072	3.8076	3.5812	3.3908	NULL	NULL	NULL	NULL	NULL	NULL	39.91044235229492	116.45455932617188	NULL	NULL	NULL
85779	1	94	137	2	0	0	1999-09-01	71	3.9592	4.0612	4.0612	3.898	3.8163	NULL	NULL	NULL	NULL	NULL	NULL	39.96503448486328	116.452392578125	NULL	NULL	NULL
85989	1	96	651	3	0	0	2010-03-01	100	4.0213	4.0445	4.2531	4.0235	3.7639	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86045	1	101	903	4	0	0	2009-11-01	52	4.2694	4.4534	4.1677	4.1708	4.2857	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86647	1	98	44	3	0	0	2012-11-01	98	3.7889	3.8459	3.8784	3.8497	3.5816	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86668	1	101	136	3	0	0	2007-03-01	121	3.8522	3.8931	3.9497	3.8428	3.7233	NULL	NULL	NULL	NULL	NULL	NULL	39.86366653442383	116.31901550292969	NULL	NULL	NULL
86794	1	92	41	3	0	0	2002-03-01	45	4.1332	4.1189	4.4262	4.1066	3.8811	NULL	NULL	NULL	NULL	NULL	NULL	39.91566848754883	116.34280395507812	NULL	NULL	NULL
86857	1	93	32	2	0	0	2006-05-01	168	3.6498	3.4628	4.4091	3.5579	3.1694	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
87032	1	94	138	3	0	0	2008-06-01	80	4.0498	4.1144	4.209	4.0249	3.8507	NULL	NULL	NULL	NULL	NULL	NULL	39.994056701660156	116.43508911132812	NULL	NULL	100
88628	1	101	136	2	281	160	2015-01-01	121	4.1391	4.2192	4.2192	4.1675	3.9503	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
90007	1	94	900	2	1	110	2011-03-01	122	4.2878	4.3807	4.2933	4.3279	4.1494	NULL	NULL	NULL	NULL	NULL	NULL	40.05855178833008	116.4200668334961	NULL	NULL	NULL
90476	1	94	138	2	0	0	2005-07-01	103	3.9126	3.8927	4.1419	3.9481	3.6678	NULL	NULL	NULL	NULL	NULL	NULL	39.99223327636719	116.38980865478516	NULL	NULL	NULL
94823	1	93	135	5	665	825	1996-09-01	398	4.4854	4.5208	4.6678	4.5042	4.2489	1.0	27.0	2.5	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
96979	1	94	147	2	162	39	2011-05-01	88	4.0421	4.1489	3.9029	4.1715	3.945	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
97182	1	92	40	2	5	48	2011-06-01	137	4.471	4.5111	4.5394	4.474	4.3596	NULL	NULL	NULL	NULL	NULL	NULL	39.94529724121094	116.370361328125	NULL	NULL	NULL
97406	1	96	651	4	32	21	2011-07-01	291	4.5468	4.7262	4.2382	4.6077	4.6151	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
100136	1	92	32	2	665	828	2011-01-01	100	4.1508	4.1094	4.4893	4.176	3.8283	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
108039	1	94	137	2	0	0	2011-09-01	100	4.0846	3.9862	4.4128	4.1002	3.8394	NULL	NULL	NULL	NULL	NULL	NULL	39.97413635253906	116.44186401367188	NULL	NULL	NULL
108893	1	101	47	2	1	110	2011-06-01	129	4.4241	4.4987	4.4282	4.4899	4.2796	NULL	NULL	NULL	NULL	NULL	NULL	39.860389709472656	116.39295959472656	NULL	NULL	NULL
109110	1	96	13572	3	0	0	2011-09-01	158	4.1781	4.2913	4.0751	4.2735	4.0724	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
109971	1	92	40	3	0	0	1998-08-01	108	4.1543	4.149	4.3252	4.0945	4.0487	NULL	NULL	NULL	NULL	NULL	NULL	39.94077682495117	116.35966491699219	NULL	NULL	15
109978	1	105	653	3	335	148	2011-09-01	97	4.3136	4.3711	4.323	4.3935	4.1667	NULL	NULL	NULL	NULL	NULL	NULL	39.80740737915039	116.49651336669922	NULL	NULL	NULL
110314	1	104	900	2	0	0	2011-08-01	30	3.8283	3.8	3.9478	3.7913	3.7739	NULL	NULL	NULL	NULL	NULL	NULL	40.08696365356445	116.34693145751953	NULL	NULL	NULL
110377	1	101	903	2	0	0	2009-12-01	99	4.3036	4.3602	4.3962	4.2847	4.1732	NULL	NULL	NULL	NULL	NULL	NULL	39.86358642578125	116.29943084716797	NULL	NULL	NULL
114332	1	105	653	2	1	110	2011-10-01	127	4.2425	4.3995	4.1316	4.291	4.1478	NULL	NULL	NULL	NULL	NULL	NULL	39.77327346801758	116.54603576660156	NULL	NULL	18
114528	1	96	40	2	0	0	2010-01-01	100	4.3688	4.3223	4.5248	4.314	4.314	NULL	NULL	NULL	NULL	NULL	NULL	39.9502067565918	116.35765075683594	NULL	NULL	NULL
114654	1	101	903	2	321	168	2013-09-01	90	4.0995	4.2704	3.949	4.1122	4.0663	NULL	NULL	NULL	NULL	NULL	NULL	39.875545501708984	116.29927825927734	NULL	NULL	NULL
114801	1	94	37	2	0	0	2011-10-01	58	2.8479	2.7333	3.05	3.0083	2.6	NULL	NULL	NULL	NULL	NULL	NULL	39.93428039550781	116.46463012695312	NULL	NULL	NULL
114857	1	94	888	2	162	39	2011-07-01	77	3.9944	4.0379	4.1004	4.0759	3.7634	NULL	NULL	NULL	NULL	NULL	NULL	39.91888427734375	116.60102081298828	NULL	NULL	NULL
115116	1	93	135	2	322	132	2009-04-01	84	4.2708	4.3241	4.2998	4.2929	4.1664	NULL	NULL	NULL	NULL	NULL	NULL	39.90167236328125	116.45236206054688	NULL	NULL	7
115193	1	96	651	2	322	132	2011-03-01	112	4.2429	4.3035	4.4345	4.1703	4.0633	NULL	NULL	NULL	NULL	NULL	NULL	39.97928237915039	116.31212615966797	NULL	NULL	7
115228	1	94	767	2	322	132	2011-07-01	128	4.0968	4.1605	4.0663	4.1811	3.9794	NULL	NULL	NULL	NULL	NULL	NULL	39.9113655090332	116.50601196289062	NULL	NULL	7
115347	1	94	147	2	322	132	2009-12-01	101	3.9357	4.0549	3.9241	3.9789	3.7848	NULL	NULL	NULL	NULL	NULL	NULL	39.88619613647461	116.48182678222656	NULL	NULL	7
115494	1	94	654	2	322	440	2008-07-01	74	4.2186	4.2037	4.393	4.2428	4.035	NULL	NULL	NULL	NULL	NULL	NULL	39.999725341796875	116.47786712646484	NULL	NULL	7
115704	1	93	133	2	322	132	2008-10-01	67	4.197	4.2488	4.2857	4.266	3.9877	NULL	NULL	NULL	NULL	NULL	NULL	39.94841003417969	116.44692993164062	NULL	NULL	NULL
